CÓDIGO DEPARTAMENTO,DEPARTAMENTO,PROVINCIA,CÓDIGO MUNICIPIO,MUNICIPIO,CODIGO DANE INSTITUCION EDUCATIVA,NOMBRE INSTITUCION EDUCATIVA,CODIGO DANE SEDE,NOMBRE SEDE EDUCATIVA,ZONA,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,MEDIO DE ENLACE,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,LATITUD,LONGITUD
15,BOYACÁ,NEIRA,"15,299",GARAGOA,"115,299,000,011",I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,"215,299,000,253",ESC BOJACA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.037222,-73.345556
15,BOYACÁ,NEIRA,"15,299",GARAGOA,"115,299,000,038",I.E. TECNICA SAN LUIS,"215,299,000,199",ESC CALDERA ARRIBA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.110945,-73.353038
15,BOYACÁ,NEIRA,"15,299",GARAGOA,"115,299,000,038",I.E. TECNICA SAN LUIS,"215,299,000,211",ESC CIENEGA GUARUMAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.083611,-73.266944
15,BOYACÁ,NEIRA,"15,299",GARAGOA,"115,299,000,038",I.E. TECNICA SAN LUIS,"215,299,000,148",ESC GUANICA GRANDE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.1225,-73.353889
15,BOYACÁ,NEIRA,"15,299",GARAGOA,"115,299,000,011",I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,"215,299,000,083",ESC GUAYABAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.02728,-73.363432
15,BOYACÁ,NEIRA,"15,299",GARAGOA,"115,299,000,038",I.E. TECNICA SAN LUIS,"215,299,000,181",ESC KENNEDY,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.115023774,-73.36283481
15,BOYACÁ,NEIRA,"15,299",GARAGOA,"115,299,000,038",I.E. TECNICA SAN LUIS,"215,299,000,091",ESC QUIGUA ARRIBA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.088611,-73.335556
15,BOYACÁ,NEIRA,"15,299",GARAGOA,"115,299,000,038",I.E. TECNICA SAN LUIS,"215,299,000,105",ESC RESGUARDO MOCHILERO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.065278,-73.333056
15,BOYACÁ,GUTIÉRREZ,"15,317",GUACAMAYAS,"115,317,000,016",I.E. TECNICA SAN DIEGO DE ALCALA,"115,317,000,024",CONC URB,URBANA,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.458785825,-72.50192717
15,BOYACÁ,GUTIÉRREZ,"15,317",GUACAMAYAS,"115,317,000,016",I.E. TECNICA SAN DIEGO DE ALCALA,"215,317,000,053",ESC ALIZAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.449405659,-72.53058139
15,BOYACÁ,GUTIÉRREZ,"15,317",GUACAMAYAS,"115,317,000,016",I.E. TECNICA SAN DIEGO DE ALCALA,"215,317,000,070",ESC CHISCOTE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.457662388,-72.54083686
15,BOYACÁ,GUTIÉRREZ,"15,317",GUACAMAYAS,"115,317,000,016",I.E. TECNICA SAN DIEGO DE ALCALA,"215,317,000,151",ESC RITANGA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.459446984,-72.48496712
15,BOYACÁ,ORIENTE,"15,325",GUAYATÁ,"215,325,000,321",I.E. TECNICA LAS MERCEDES,"215,325,000,186",ESC CIAVITA TERCERO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.927600185,-73.45333748
15,BOYACÁ,ORIENTE,"15,325",GUAYATÁ,"215,325,000,089",I.E. SOCHAQUIRA ABAJO,"215,325,000,160",ESC ESCALERAS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.970388,-73.521349
15,BOYACÁ,ORIENTE,"15,325",GUAYATÁ,"215,325,000,321",I.E. TECNICA LAS MERCEDES,"215,325,000,046",ESC FONZAQUE ABAJO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.946612078,-73.48384217
15,BOYACÁ,ORIENTE,"15,325",GUAYATÁ,"215,325,000,089",I.E. SOCHAQUIRA ABAJO,"215,325,000,119",ESC GUAQUIRA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.978811,-73.495416
15,BOYACÁ,ORIENTE,"15,325",GUAYATÁ,"215,325,000,089",I.E. SOCHAQUIRA ABAJO,"215,325,000,259",ESC SOCHAQUIRA ARRIBA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.95291765,-73.52134248
15,BOYACÁ,GUTIÉRREZ,"15,332",GÜICÁN,"115,332,000,294",I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,"215,332,000,175",EL JORDAN,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.453682063,-72.42367453
15,BOYACÁ,GUTIÉRREZ,"15,332",GÜICÁN,"115,332,000,294",I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,"115,332,000,391",ESC EL HIGUERON,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.44561569,-72.36549671
15,BOYACÁ,GUTIÉRREZ,"15,332",GÜICÁN,"115,332,000,294",I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,"215,332,000,051",ESC EL MOSCO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.483518124,-72.41267476
15,BOYACÁ,GUTIÉRREZ,"15,332",GÜICÁN,"115,332,000,294",I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,"215,332,000,060",ESC FRANCISCO JOSE DE CALDAS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.461111,-72.409722
15,BOYACÁ,GUTIÉRREZ,"15,332",GÜICÁN,"115,332,000,294",I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,"215,223,000,211",ESC INDIGENA SURAQUESIA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.872766953,-72.40200611
15,BOYACÁ,GUTIÉRREZ,"15,332",GÜICÁN,"115,332,000,294",I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,"215,332,000,035",ESC LA PAJITA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.418701606,-72.37384195
15,BOYACÁ,GUTIÉRREZ,"15,332",GÜICÁN,"115,332,000,294",I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,"215,332,000,094",ESC PIEDRA ECHADA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.440535541,-72.42226398
15,BOYACÁ,GUTIÉRREZ,"15,332",GÜICÁN,"115,332,000,294",I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,"215,332,000,141",ESC RURAL LA CANDELARIA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.4625,-72.408333
15,BOYACÁ,GUTIÉRREZ,"15,332",GÜICÁN,"115,332,000,294",I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,"215,332,000,027",ESC SAN ANTONIO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.414083,-72.325535
15,BOYACÁ,GUTIÉRREZ,"15,332",GÜICÁN,"115,332,000,294",I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,"215,332,000,191",ESC SAN IGNACIO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.44839728,-72.40553637
15,BOYACÁ,GUTIÉRREZ,"15,332",GÜICÁN,"115,332,000,294",I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,"215,332,000,400",INDÍGENA SINSIGA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,,
15,BOYACÁ,SUGAMUXI,"15,362",IZA,"315,362,000,093",I.E. TECNICA SERGIO CAMARGO,"115,362,000,108",ESC BUSAGA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.632170088,-72.95399988
15,BOYACÁ,SUGAMUXI,"15,362",IZA,"315,362,000,093",I.E. TECNICA SERGIO CAMARGO,"215,362,000,072",ESC CHIGUATA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.608049968,-72.955024
15,BOYACÁ,MÁRQUEZ,"15,367",JENESANO,"115,367,000,017",I.E. TECNICO COMERCIAL,"215,367,000,038",ESC CARDONAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.394061918,-73.39696284
15,BOYACÁ,MÁRQUEZ,"15,367",JENESANO,"115,367,000,017",I.E. TECNICO COMERCIAL,"215,367,000,143",ESC CARRIZAL ALTO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.372532555,-73.40021794
15,BOYACÁ,MÁRQUEZ,"15,367",JENESANO,"115,367,000,017",I.E. TECNICO COMERCIAL,"215,367,000,160",ESC CARRIZAL BAJO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.376687094,-73.38273634
15,BOYACÁ,MÁRQUEZ,"15,367",JENESANO,"115,367,000,017",I.E. TECNICO COMERCIAL,"215,367,000,062",ESC CARRIZAL JAIMES,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.36451853,-73.38007818
15,BOYACÁ,MÁRQUEZ,"15,367",JENESANO,"115,367,000,017",I.E. TECNICO COMERCIAL,"215,367,000,097",ESC RODRIGUEZ,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.404093726,-73.36833316
15,BOYACÁ,MÁRQUEZ,"15,367",JENESANO,"115,367,000,017",I.E. TECNICO COMERCIAL,"215,367,000,101",ESC SOLERES,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.414658532,-73.35342822
15,BOYACÁ,VALDERRAMA,"15,368",JERICÓ,"115,368,000,151",I.E. TECNICA LOPEZ QUEVEDO,"215,368,000,082",ESC BACOTA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.135656574,-72.61840492
15,BOYACÁ,VALDERRAMA,"15,368",JERICÓ,"115,368,000,151",I.E. TECNICA LOPEZ QUEVEDO,"215,368,000,139",ESC EL JUNCAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.156215117,-72.59202859
15,BOYACÁ,VALDERRAMA,"15,368",JERICÓ,"115,368,000,151",I.E. TECNICA LOPEZ QUEVEDO,"215,368,000,171",ESC EL MANCO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.162087627,-72.60758194
15,BOYACÁ,VALDERRAMA,"15,368",JERICÓ,"115,368,000,151",I.E. TECNICA LOPEZ QUEVEDO,"215,368,000,201",ESC LOS GALAPAGOS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.139288,-72.590502
15,BOYACÁ,VALDERRAMA,"15,368",JERICÓ,"115,368,000,151",I.E. TECNICA LOPEZ QUEVEDO,"215,368,000,040",ESC TAPIAS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.144222633,-72.60719766
15,BOYACÁ,VALDERRAMA,"15,368",JERICÓ,"115,368,000,151",I.E. TECNICA LOPEZ QUEVEDO,"215,368,000,180",ESC TINTOBA CHIQUITO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.17024204,-72.57889397
15,BOYACÁ,ORIENTE,"15,380",LA CAPILLA,"315,380,000,114",I.E. LA CANDELARIA,"215,380,000,098",ESC BARROBLANCO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.106857794,-73.43383365
15,BOYACÁ,ORIENTE,"15,380",LA CAPILLA,"315,380,000,114",I.E. LA CANDELARIA,"215,380,000,080",ESC CAMAGOA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.12378171,-73.45200321
15,BOYACÁ,ORIENTE,"15,380",LA CAPILLA,"315,380,000,114",I.E. LA CANDELARIA,"215,380,000,055",ESC PARAMO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.091816626,-73.46318608
15,BOYACÁ,NORTE,"15,403",LA UVITA,"415,403,000,197",I.E. TECNICA AGROINDUSTRIAL CUSAGUI,"215,403,000,121",ESC CANGREJAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.212944134,-72.53620448
15,BOYACÁ,NORTE,"15,403",LA UVITA,"415,403,000,197",I.E. TECNICA AGROINDUSTRIAL CUSAGUI,"215,403,000,112",ESC CAÑITAS CENTRO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.21199235,-72.53796528
15,BOYACÁ,NORTE,"15,403",LA UVITA,"115,403,000,011",I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,"215,403,000,058",SEDE EL CARMEN,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.293945378,-72.54013396
15,BOYACÁ,NORTE,"15,403",LA UVITA,"115,403,000,011",I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,"215,403,000,066",SEDE EL HATICO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.31658,-72.53805
15,BOYACÁ,NORTE,"15,403",LA UVITA,"115,403,000,011",I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,"215,403,000,155",SEDE EL TOTUMO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.215561541,-72.63214434
15,BOYACÁ,NORTE,"15,403",LA UVITA,"115,403,000,011",I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES,"215,403,000,091",SEDE SAN BERNARDO ALTO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,6.258487018,-72.57908236
15,BOYACÁ,OCCIDENTE,"15,401",LA VICTORIA,"315,401,000,276",I.E. ALFONSO LOPEZ PUMAREJO,"115,401,000,013",CONC URB MIXTA,URBANA,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.523083418,-74.23479714
15,BOYACÁ,OCCIDENTE,"15,401",LA VICTORIA,"315,401,000,276",I.E. ALFONSO LOPEZ PUMAREJO,"215,401,000,280",ESC BUENAVISTA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.496118598,-74.22814902
15,BOYACÁ,OCCIDENTE,"15,401",LA VICTORIA,"315,401,000,276",I.E. ALFONSO LOPEZ PUMAREJO,"215,401,000,107",ESC LOS CEDROS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.491300189,-74.24599498
15,BOYACÁ,OCCIDENTE,"15,401",LA VICTORIA,"315,401,000,276",I.E. ALFONSO LOPEZ PUMAREJO,"215,401,000,221",ESC PAIME,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,,
15,BOYACÁ,OCCIDENTE,"15,401",LA VICTORIA,"315,401,000,276",I.E. ALFONSO LOPEZ PUMAREJO,"215,401,000,115",ESC PUENTON,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.523333,-74.234444
15,BOYACÁ,OCCIDENTE,"15,401",LA VICTORIA,"315,401,000,276",I.E. ALFONSO LOPEZ PUMAREJO,"215,401,000,093",ESC SANTA ELENA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,,
15,BOYACÁ,OCCIDENTE,"15,401",LA VICTORIA,"315,401,000,276",I.E. ALFONSO LOPEZ PUMAREJO,"215,401,000,042",SAN MARTIN,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.538877512,-74.23148503
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,281",ESC LA ESPERANZA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.558315,-72.522765
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,222",ESC RUR CHAGUAZA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.547187,-72.439294
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,168",ESC RUR COMEJOQUE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.467502,-72.625062
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,338",ESC RUR CUETA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.552541914,-72.60810319
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,249",ESC RUR EL MORAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.467502,-72.625062
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,079",ESC RUR ENCENILLO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.546486,-72.611527
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,133",ESC RUR GUAYABAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.458848,-72.559513
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,095",ESC RUR HATO VIEJO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.575739676,-72.65850586
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,052",ESC RUR LA HOYA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.546486,-72.611527
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,303",ESC RUR LA LORENA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.467502,-72.625062
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,290",ESC RUR LOS YOPOS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.547187,-72.439294
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,044",ESC RUR OCOBE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.458848,-72.559513
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,117",ESC RUR SUACIA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.624708983,-72.5881214
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,184",ESC RUR TABLON,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.591448,-72.553925
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,109",ESC RUR TOBACA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.62553188,-72.62047639
15,BOYACÁ,LA LIBERTAD,"15,377",LABRANZAGRANDE,"115,377,000,015",I.E. TECNICA VALENTIN GARCIA,"215,377,000,150",ESC RUR TOCARIA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.577952,-72.59951
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,043",AGUA BLANCA GRANDE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.973056,-73.316667
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,311",ECOLOGICA BATÁ,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.972778,-73.316667
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,108",EL VOLADOR,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.990278,-73.330662
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,221",LA SERRANÍA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,,
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,060",LIMON,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.957295,-73.343851
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,167",MEDIA ESTANCIA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.931279,-73.358996
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,141",MUSEÑITO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,,
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,159",MUSEÑO CENTRO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.984215,-73.308936
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,205",NARANJOS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.946558,-73.341624
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,078",PERDIGUIZ,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.032349108,-73.31843516
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,116",QUEBRADA NEGRA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.973056,-73.316944
15,BOYACÁ,NEIRA,"15,425",MACANAL,"115,425,000,014",I.E. TECNICA JAIME CAMPOS JACOME DE MACANAL,"215,425,000,086",VIJAGUAL,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,4.960963,-73.297966
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"215,442,000,057",I.E. LA CABAÑA,"215,442,000,383",BELLA UNION,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,,
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,421",ESC ALTO DE LAS CRUCES,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.537238256,-74.03021157
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,278",ESC BOQUERON,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.577302,-74.008295
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"215,442,000,065",I.E. TECNICA ZULIA DE MARIPI,"215,442,000,413",ESC CANANCEPI,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.583914,-74.068571
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,375",ESC EL COPER,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.529496,-74.030704
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,073",ESC EL PALMAR,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.529496,-74.030704
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"215,442,000,057",I.E. LA CABAÑA,"215,442,000,154",ESC HOYO CAICEDO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.591537556,-74.03734103
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,430",ESC LA BATEA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.529496,-74.030704
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,171",ESC LA CARRERA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,,
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,341",ESC LA VEGA DEL TIGRE,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.521890732,-74.05358977
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,162",ESC LLANO DE PALMAS,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.548977,-73.984906
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,367",ESC PAN DE AZUCAR,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.59177,-73.991284
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,442,000,189",ESC PORTACHUELO,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.542413584,-73.96656099
15,BOYACÁ,OCCIDENTE,"15,442",MARIPÍ,"315,442,000,264",I.E. JORGE ELIECER GAITAN,"215,109,000,325",ESC SABANETA,RURAL,SIN PROYECTO,SIN OPERADOR,SIN SERVICIO,,,,,5.553978,-73.932733
