NOMBRE SEDE EDUCATIVA,CODIGO DANE SEDE,ZONA,NOMBRE INSTITUCION EDUCATIVA,CODIGO INTERNET
ESC LA COSTA,"215,753,000,239",RURAL,I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION,1498
ESCU SAGRA ARRIBA,"215,757,000,179",RURAL,I.E. LOS LIBERTADORES,1550
ESC HATO COCHIA,"215,755,000,121",RURAL,I.E. TECNICA JAIRO ALBARRACIN BARRERA,848
SAN SEBASTIAN ALTO,"215,761,000,124",RURAL,I.E. TECNICA JOSE BENIGNO PERILLA,770
ESC DE PIEDRA GORDA,"215,762,000,110",RURAL,I.E. DE SORA,1937
CENT EDUC AMEZQUITAS,"215,763,000,181",RURAL,I.E. TECNICA PABLO VI,1369
CEN ED RUR EL SALITRE,"215,774,000,069",RURAL,I.E. NUESTRA SEÑORA DEL CARMEN,379
ESC RESGUARDO,"215,776,000,112",RURAL,I.E. PEDREGAL ALTO,744
ESC IRZON,"215,778,000,098",RURAL,I.E. LOS NARANJOS,1532
ESC SANTANDER,"215,790,000,095",RURAL,I.E. JORGE GUILLERMO MOJICA MARQUEZ,523
APOSENTOS,"215,798,000,108",RURAL,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,1578
ESC LAVADEROS,"215,804,000,344",RURAL,I.E. GUSTAVO ROMERO HERNANDEZ,1411
ESC PROVIDENCIA,"215,808,000,152",RURAL,I.E. MARIANO OSPINA PEREZ,1080
ESC RURAL GALVAN,"215,810,000,135",RURAL,I.E. LUCAS CABALLERO CALDERON,1211
ESC RAIBA,"215,814,000,156",RURAL,I.E. TECNICA PLINIO MENDOZA NEIRA,1548
ESC LA JUPA,"215,816,000,153",RURAL,I.E. HAYDEE CAMACHO SAAVEDRA,977
CENT EDUC EL VERGEL,"215,820,000,079",RURAL,I.E. VADO CASTRO,1883
ESC RUR SUNGUVITA,"215,822,000,131",RURAL,I.E. JORGE ELIECER GAITAN,127
ESC RUR PALMAR,"215,832,000,147",RURAL,I.E. LUIS GUILLERMO ROJAS BARRERA,1814
ESC CHIRATÁ,"215,835,000,156",RURAL,I.E. DIEGO DE TORRES,128
ESC SALVIAL,"215,837,000,111",RURAL,I.E. SAN NICOLAS,637
ESC PARAMO,"215,839,000,029",RURAL,I.E. TECNICA LA LIBERTAD,1046
ESC LOMA GORDA,"215,842,000,153",RURAL,I.E. TECNICA SAN IGNACIO,706
CENT EDUC LA PIÑUELA,"215,861,000,181",RURAL,I.E. PUENTE DE PIEDRA,105
ESC MONQUIRA,"215,407,000,125",RURAL,I.E. TECNICA Y ACADEMICA ANTONIO NARIÑO,1437
CEN EDU GALINDOS,"215,879,000,111",RURAL,I.E. TECNICA AGROPECUARIA,136
ESC VISTA HERMOSA,"215,507,000,840",RURAL,I.E. SAN IGNACIO DE LOYOLA,254
ESC QUINCE LETRAS,"215,572,000,806",RURAL,I.E. PUERTO PINZON,682
ESC CAZADERO,"215,047,000,544",RURAL,I.E. REGION SUR DE AQUITANIA,1278
ESC CORTADERAL,"215,047,000,609",RURAL,I.E. TECNICA RAMON IGNACIO AVELLA,203
ESC HIRVA,"215,047,000,048",RURAL,I.E. TECNICA RAMON IGNACIO AVELLA,525
ESC LA SALINA,"215,047,000,111",RURAL,I.E. REGION SUR DE AQUITANIA,402
ESC LOS POZOS,"215,047,000,293",RURAL,I.E. TECNICA RAMON IGNACIO AVELLA,230
ESC MEDIO DE MESAS,"215,047,000,374",RURAL,I.E. TECNICA RAMON IGNACIO AVELLA,1050
ESC MOHAN,"215,047,000,625",RURAL,I.E. TECNICA RAMON IGNACIO AVELLA,1172
ESC TOCUAVITA,"215,047,000,421",RURAL,I.E. REGION SUR DE AQUITANIA,958
ESC VISAGUE,"215,047,000,129",RURAL,I.E. REGION SUR DE AQUITANIA,1996
SEDE ALIZAL,"215,047,000,137",RURAL,I.E. SUSE,18
SEDE BARRANCO AMARILLO,"215,047,000,617",RURAL,I.E. SUSE,1561
SEDE CORRAL DE PIEDRA,"215,047,000,251",RURAL,I.E. TOQUILLA,5
SEDE SORIANO,"215,047,000,200",RURAL,I.E. TOQUILLA,1481
SEDE ZAPATERO,"215,047,000,641",RURAL,I.E. SUSE,1552
CONCENTRACION JHON F. KENNEDY,"115,051,000,031",URBANA,I.E. TECNICO ALEJANDRO DE HUMBOLDT,1360
ESC ALCAPARROS,"215,051,000,109",RURAL,I.E. TECNICO ALEJANDRO DE HUMBOLDT,189
ESC MONTE SUAREZ,"215,051,000,087",RURAL,I.E. TECNICO ALEJANDRO DE HUMBOLDT,1513
ESC QUEMADOS,"215,051,000,168",RURAL,I.E. TECNICO ALEJANDRO DE HUMBOLDT,1534
ESC RUPAVITA,"215,051,000,061",RURAL,I.E. TECNICO ALEJANDRO DE HUMBOLDT,25
ESC EL BOSQUE,"215,087,000,156",RURAL,I.E. TECNICA SUSANA GUILLEMIN,1066
ESC EL CARRIZAL,"215,087,000,199",RURAL,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,1590
ESC LA DONACION,"215,087,000,041",RURAL,I.E. TECNICA SUSANA GUILLEMIN,28
ESC LA MILAGROSA,"215,087,000,261",RURAL,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,658
ESC LA VENTA,"215,087,000,067",RURAL,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,560
ESC MONTERO,"215,087,000,059",RURAL,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,636
ESC TIRINQUITA,"215,087,000,091",RURAL,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,557
ESC TUATE ALTO,"215,087,000,121",RURAL,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,1734
PEDRO PASCASIO MARTINEZ,"215,087,000,105",RURAL,I.E. TECNICA CARLOS ALBERTO OLANO VALDERRAMA,1286
ESC JOTAS,"215,090,000,043",RURAL,I.E. CAMPO ELIAS CORTES,849
ESC RURAL BUNTIA,"215,092,000,091",RURAL,I.E. TECNICO AGROPECUARIO SANTA RITA DE CASIA,1783
ESC RURAL DIVAQUIA,"215,092,000,067",RURAL,I.E. TECNICO AGROPECUARIO SANTA RITA DE CASIA,1197
ESC RURAL LAS PUENTES,"215,092,000,024",RURAL,I.E. TECNICA NUESTRA SEÑORA DE LA O,256
ESC RURAL SAURCA,"215,092,000,075",RURAL,I.E. TECNICO AGROPECUARIO SANTA RITA DE CASIA,616
ESC RURAL CABRERITA,"215,097,000,073",RURAL,I.E. TECNICO AGRICOLA,655
ESC RURAL CACHAVITA,"215,097,000,120",RURAL,I.E. TECNICO AGRICOLA,737
ESC RURAL CUALATA,"215,097,000,065",RURAL,I.E. TECNICO AGRICOLA,341
ESC RURAL EL CABUYAL,"215,097,000,243",RURAL,I.E. TECNICO AGRICOLA,984
ESC RURAL EL CARMELO,"215,097,000,294",RURAL,I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO,965
ESC RURAL EL GUAMITO,"215,097,000,341",RURAL,I.E. TECNICO AGRICOLA,153
ESC RURAL EL RODEO,"215,097,000,324",RURAL,I.E. TECNICO AGRICOLA,247
ESC RURAL EL TUNAL,"215,097,000,103",RURAL,I.E. TECNICO AGRICOLA,1073
ESC RURAL LA CABRERA,"215,097,000,197",RURAL,I.E. TECNICO INDUSTRIAL MARISCAL SUCRE,1765
ESC RURAL LA ESMERALDA,"215,097,000,332",RURAL,I.E. TECNICO INDUSTRIAL MARISCAL SUCRE,1145
ESC RURAL LA ESTRELLA,"215,097,000,171",RURAL,I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO,1560
ESC RURAL LA PUERTA,"215,097,000,057",RURAL,I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO,382
ESC RURAL LAGUNILLAS,"215,097,000,081",RURAL,I.E. TECNICO AGRICOLA,1302
ESC RURAL SACACHOVA ALTO,"215,097,000,189",RURAL,I.E. TECNICO AGRICOLA,933
ESC SIRAQUITA,"215,104,000,131",RURAL,I.E. DE BOYACA,838
ESC VANEGA NORTE,"215,104,000,025",RURAL,I.E. DE BOYACA,1217
ESC BUENAVISTA ALTO,"215,106,000,138",RURAL,I.E. TECNICA MANUEL BRICEÑO,663
ESC CUCAITA,"215,106,000,090",RURAL,I.E. TECNICA MANUEL BRICEÑO,1305
ESC DIAMANTE,"215,106,000,111",RURAL,I.E. TECNICA MANUEL BRICEÑO,1258
ESC JORGE ARMANDO QUIROGA,"215,106,000,154",RURAL,I.E. TECNICA MANUEL BRICEÑO,1363
ESC MIGUEL ANTONIO LETRADO,"215,106,000,171",RURAL,I.E. TECNICA MANUEL BRICEÑO,614
ESC MINACHAL,"215,106,000,022",RURAL,I.E. TECNICA MANUEL BRICEÑO,1228
ESC MORAY ALTO,"215,106,000,049",RURAL,I.E. TECNICA MANUEL BRICEÑO,1404
ESC RURAL MORAY BAJO,"215,106,000,103",RURAL,I.E. TECNICA MANUEL BRICEÑO,1243
ESC TABOR,"215,106,000,065",RURAL,I.E. TECNICA MANUEL BRICEÑO,514
ESC CAMPOHERMOSO,"215,109,000,201",RURAL,I.E. JOSE MARIA SILVA SALAZAR,17
ESC CAÑAVERAL,"215,109,000,309",RURAL,I.E. TECNICA AGROPECUARIA LA GRANJA,444
ESC CONCEPCION,"215,109,000,147",RURAL,I.E. JOSE MARIA SILVA SALAZAR,1991
ESC CORRALES,"215,109,000,121",RURAL,I.E. JOSE MARIA SILVA SALAZAR,1118
ESC DOMINGUITO,"215,109,000,091",RURAL,I.E. JOSE MARIA SILVA SALAZAR,394
ESC EL TORO,"215,109,000,023",RURAL,I.E. JOSE MARIA SILVA SALAZAR,428
ESC FICAL,"215,109,000,155",RURAL,I.E. TECNICA AGROPECUARIA LA GRANJA,626
ESC LA HERRADURA,"215,109,000,171",RURAL,I.E. TECNICA AGROPECUARIA LA GRANJA,1163
ESC LA LAJA,"215,109,000,031",RURAL,I.E. JOSE MARIA SILVA SALAZAR,1990
ESC MIRAFLORES,"215,109,000,139",RURAL,I.E. TECNICA AGROPECUARIA LA GRANJA,1471
ESC PISMAL,"215,109,000,082",RURAL,I.E. JOSE MARIA SILVA SALAZAR,1139
ESC SABANETA BAJO,"215,109,000,058",RURAL,I.E. JOSE MARIA SILVA SALAZAR,674
ESC SAN MIGUEL,"215,109,000,333",RURAL,I.E. JOSE MARIA SILVA SALAZAR,1060
ESC SANTA ELENA,"215,109,000,236",RURAL,I.E. JOSE MARIA SILVA SALAZAR,1707
CONC FRANCISCO JOSE DE CALDAS,"115,131,000,024",URBANA,I.E. FRANCISCO JOSE DE CALDAS,1399
ESC EL CUBO,"215,131,000,118",RURAL,I.E. FRANCISCO JOSE DE CALDAS,1657
ESC ESPALDA,"215,131,000,070",RURAL,I.E. FRANCISCO JOSE DE CALDAS,1356
ESC RUR AGUALARGA,"215,135,000,376",RURAL,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,219
ESC RUR CASTAÑAL,"215,135,000,040",RURAL,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,755
ESC RUR CHOMA,"215,135,000,252",RURAL,I.E. TECNICA MARIA AUXILIADORA,1382
ESC RUR CURAPO,"215,135,000,155",RURAL,I.E. TECNICA MARIA AUXILIADORA,905
ESC RUR EL RODEO,"215,135,000,023",RURAL,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,900
ESC RUR HOYA GRANDE ARRIBA,"215,135,000,163",RURAL,I.E. TECNICA MARIA AUXILIADORA,104
ESC RUR HUERTA VIEJA ABAJO,"215,135,000,309",RURAL,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,1019
ESC RUR LIMON,"215,135,000,147",RURAL,I.E. TECNICA MARIA AUXILIADORA,380
ESC RUR MACANALITO CENTRO,"215,135,000,121",RURAL,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,172
ESC RUR PUERTO TRIUNFO,"215,135,000,384",RURAL,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,1221
ESC RUR SABANETAS,"215,135,000,350",RURAL,I.E. TECNICA MARIA AUXILIADORA,1405
ESC RUR SAN AGUSTIN,"215,135,000,058",RURAL,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,1943
ESC RUR TEGUAS,"215,135,000,210",RURAL,I.E. TECNICA MARIA AUXILIADORA,1955
ESC RUR TOLDO ABAJO,"215,135,000,082",RURAL,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,1117
ESC RUR TOLDO ARRIBA,"215,135,000,112",RURAL,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,302
ESC RURAL PALMICHAL,"215,135,000,198",RURAL,I.E. TECNICA MARIA AUXILIADORA,1366
ESC RUR EL CHITAL,"215,162,000,043",RURAL,I.E. DE CERINZA,1252
ESC RUR EL HATO,"215,162,000,051",RURAL,I.E. DE CERINZA,806
ESC RUR MARTINEZ PEÑA,"215,162,000,191",RURAL,I.E. DE CERINZA,821
ESC RUR SAN VICTORINO,"215,162,000,167",RURAL,I.E. DE CERINZA,1092
ESC RUR TOBA DOS,"215,162,000,183",RURAL,I.E. DE CERINZA,386
ESC RUR TOBA UNO,"215,162,000,094",RURAL,I.E. DE CERINZA,835
ESC CUPAVITA,"215,172,000,173",RURAL,I.E. TECNICA NUESTRA SEÑORA DE NAZARETH,516
ESC FUSA,"215,172,000,068",RURAL,I.E. TECNICA NUESTRA SEÑORA DE NAZARETH,1397
ESC USILLO,"215,172,000,181",RURAL,I.E. JUAN DE JESUS ACEVEDO,1105
BALSA ABAJO,"215,176,000,674",RURAL,I.E. TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,1986
BOYACA ALTO,"115,176,000,921",URBANA,I.E. LICEO NACIONAL JOSE JOAQUIN CASAS,1193
CENT EDUC MOLINO ALTO,"215,176,000,283",RURAL,I.E. TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,51
CENT EDUC MOLINO BAJO,"215,176,000,241",RURAL,I.E. TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,1272
CENT EDUC TENERIA,"215,176,000,356",RURAL,I.E. TECNICO COMERCIAL SAGRADO CORAZON DE JESUS,1304
CENT EDUC. CORDOBA ALTO,"215,176,000,313",RURAL,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,1714
CENT EDUC. CORDOBA BAJO,"215,176,000,330",RURAL,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,303
CENT EDUC. HATO DE SUSA ALTO,"215,176,000,291",RURAL,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,986
CENT EDUC. SAN PEDRO,"215,176,000,658",RURAL,I.E. TECNICO INDUSTRIAL JULIO FLOREZ,1598
CENT EDUC. SUCRE OCCIDENTAL,"215,176,000,411",RURAL,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,509
SEDE ARBOLEDAS BAJO,"215,176,000,348",RURAL,I.E. TECNICA LOS COMUNEROS,1488
SEDE BALSA ARRIBA,"215,176,000,402",RURAL,I.E. TECNICA LOS COMUNEROS,1201
SEDE CARAPACHO ALTO,"215,176,000,437",RURAL,I.E. TECNICA LOS COMUNEROS,1897
SEDE CARAPACHO BAJO,"215,176,000,381",RURAL,I.E. TECNICA LOS COMUNEROS,908
SEDE SASA,"215,176,000,216",RURAL,I.E. TECNICA LOS COMUNEROS,593
ESC CARRIZAL,"215,232,000,071",RURAL,I.E. TECNICA EL CERRO,1429
ESC RIO ABAJO,"215,232,000,089",RURAL,I.E. TECNICA SAN PEDRO DE IGUAQUE,1764
TURMAL,"215,232,000,097",RURAL,I.E. TECNICA EL CERRO,41
ESC BETAVEBA,"215,180,000,417",RURAL,I.E. LAS CAÑAS,357
ESC CARDONAL,"215,180,000,433",RURAL,I.E. LAS CAÑAS,156
ESC DUARTES ARRIBA,"215,180,000,093",RURAL,I.E. JAIME RUIZ CARRILLO,1595
ESC EL RODEO,"215,180,000,255",RURAL,I.E. LAS CAÑAS,492
ESC GOLONDRINAS,"215,180,000,042",RURAL,I.E. LAS MERCEDES,164
ESC LA FRAGUA,"215,180,000,204",RURAL,I.E. JAIME RUIZ CARRILLO,628
ESC LA RAMADA,"215,180,000,166",RURAL,I.E. LAS MERCEDES,1813
ESC LA UPA,"215,180,000,352",RURAL,I.E. TECNICO AGROPECUARIO,1576
ESC LAS HIGUERAS,"215,180,000,328",RURAL,I.E. TECNICO AGROPECUARIO,409
ESC LAS TAPIAS,"215,180,000,158",RURAL,I.E. LAS MERCEDES,631
ESC LLANO DE TABACO,"215,180,000,182",RURAL,I.E. JAIME RUIZ CARRILLO,1858
ESC MANUA GRANDE,"215,180,000,221",RURAL,I.E. LAS CAÑAS,1323
ESC PEÑA BLANCA,"215,180,000,140",RURAL,I.E. TECNICO AGROPECUARIO,278
ESC PORQUERAS,"215,180,000,310",RURAL,I.E. JAIME RUIZ CARRILLO,921
ESC PUENTE CHIQUITO,"215,180,000,191",RURAL,I.E. JAIME RUIZ CARRILLO,1065
ESC RECHINIGA,"215,180,000,387",RURAL,I.E. LAS MERCEDES,1964
ESC SOYAGRA,"215,180,000,115",RURAL,I.E. TECNICO AGROPECUARIO,1525
ESC TAUCASI,"215,180,000,107",RURAL,I.E. LAS MERCEDES,906
ESC LA VENTUROSA,"215,183,000,531",RURAL,I.E. NORMAL SUPERIOR SAGRADO CORAZON,1196
ESC LAURELAL,"215,183,000,477",RURAL,I.E. NORMAL SUPERIOR SAGRADO CORAZON,1685
ESC SAN VICENTE,"215,183,000,078",RURAL,I.E. NORMAL SUPERIOR SAGRADO CORAZON,979
SEDE CHIPA VIEJO,"215,183,000,051",RURAL,I.E. JOSE MARIA POTIER,1238
SEDE DE CUCO,"215,183,000,205",RURAL,I.E. JESUS EMILIO JARAMILLO MONSALVE,1570
SEDE DIAVENA,"215,183,000,299",RURAL,I.E. JOSE MARIA POTIER,486
SEDE EL REFUGIO,"215,183,000,469",RURAL,I.E. JOSE MARIA POTIER,1771
SEDE LA CHORRERA,"215,183,000,124",RURAL,I.E. JOSE MARIA POTIER,1850
SEDE LA CORTADERA,"215,183,000,507",RURAL,I.E. JOSE MARIA POTIER,867
SEDE LA ESTANCIA,"215,183,000,264",RURAL,I.E. JESUS EMILIO JARAMILLO MONSALVE,429
SEDE QUINDEVA,"215,183,000,248",RURAL,I.E. JOSE MARIA POTIER,143
SEDE RECHINIGA,"215,183,000,221",RURAL,I.E. JOSE MARIA POTIER,1133
SEDE RUBACHA,"215,183,000,655",RURAL,I.E. JESUS EMILIO JARAMILLO MONSALVE,807
SEDE TOBAL,"215,183,000,183",RURAL,I.E. JOSE MARIA POTIER,473
ESC BUENAVISTA Y ANACOS,"215,185,000,032",RURAL,I.E. SAN PEDRO CLAVER,1458
ESC CARLOS CASTELLANOS,"215,185,000,211",RURAL,I.E. SAN PEDRO CLAVER,1058
ESC TUME GRANDE,"215,185,000,130",RURAL,I.E. SAN PEDRO CLAVER,15
ESC SIATOCA,"215,187,000,021",RURAL,I.E. AGROPECUARIO,482
ESC GUALI,"215,022,000,230",RURAL,I.E. TECNICO AGROPECUARIO LA ESMERALDA,555
ESC LA ESMERALDA,"215,022,000,299",RURAL,I.E. TECNICO AGROPECUARIO LA ESMERALDA,1971
ESC SAN CAYETANO,"215,022,000,051",RURAL,I.E. TECNICO AGROPECUARIO LA ESMERALDA,45
ESC ALBAÑIL,"215,189,000,070",RURAL,I.E. SANTO DOMINGO SAVIO,839
ESC DE TAPIAS ALTO,"215,189,000,151",RURAL,I.E. SANTO DOMINGO SAVIO,175
ESC GUATARETA,"215,189,000,045",RURAL,I.E. TECNICA JOSE CAYETANO VASQUEZ,1925
ESC SAN ONOFRE,"215,204,000,065",RURAL,I.E. INTEGRADO,1028
ESC TRES ESQUINAS,"215,204,000,235",RURAL,I.E. SAN FRANCISCO,150
ESC BARAZETA,"215,212,000,317",RURAL,I.E. JUANA CAPORAL,705
ESC CAFETAL,"215,212,000,368",RURAL,I.E. SAN MIGUEL,1022
ESC CANTINO,"215,212,000,023",RURAL,I.E. JUANA CAPORAL,1846
ESC EL PARAMO,"215,212,000,147",RURAL,I.E. JUANA CAPORAL,1923
ESC LA CASCADA,"215,212,000,091",RURAL,I.E. SAN MIGUEL,1522
ESC LIMONAL,"215,212,000,376",RURAL,I.E. JUANA CAPORAL,1178
ESC PALENQUE,"215,212,000,163",RURAL,I.E. SAN MIGUEL,535
ESC PATIO BONITO,"215,212,000,406",RURAL,I.E. JUANA CAPORAL,211
ESC PEDRO GOMEZ,"215,212,000,252",RURAL,I.E. JUANA CAPORAL,542
ESC PINARES,"215,212,000,431",RURAL,I.E. JUANA CAPORAL,563
ESC SAMAL,"215,212,000,198",RURAL,I.E. SAN MIGUEL,88
ESC SANTA ISABEL,"215,212,000,066",RURAL,I.E. JUANA CAPORAL,1759
ESC SARVAPAJA,"215,212,000,392",RURAL,I.E. JUANA CAPORAL,520
ESC ALFONSO ROSAS CARREÑO,"215,215,000,075",RURAL,I.E. TECNICA JUAN JOSE SAMANIEGO,1824
ESC JAZMINES,"215,218,000,050",RURAL,I.E. SAN LUIS BELTRAN,1746
ESC LIMONCITO,"215,218,000,122",RURAL,I.E. SAN LUIS BELTRAN,963
ESC LOS NARANJOS,"215,218,000,025",RURAL,I.E. SAN LUIS BELTRAN,287
ESC LOS SIOTES,"215,218,000,131",RURAL,I.E. SAN LUIS BELTRAN,1138
ESC PUERTO RICO,"215,218,000,068",RURAL,I.E. SAN LUIS BELTRAN,1976
ESC CAÑAGUATA,"215,223,000,092",RURAL,I.E. TECNICA NACIONALIZADA PABLO VI,1587
ESC CEDEÑO,"215,223,000,661",RURAL,I.E. TECNICA NACIONALIZADA PABLO VI,452
ESC INDIGENA SILENCIO,"215,223,000,122",RURAL,INSTITUCION EDUCATIVA KERÁ SHIKARÁ,700
ESC LA BLANQUITA,"215,223,000,181",RURAL,INSTITUCION EDUCATIVA KERÁ SHIKARÁ,213
ESC LA GAITANA,"215,223,000,190",RURAL,I.E. TECNICA NACIONALIZADA PABLO VI,1891
ESC MUNDO NUEVO,"215,223,000,653",RURAL,I.E. TECNICA NACIONALIZADA PABLO VI,1160
COL DE EDUC BAS MOLINOS,"215,022,000,108",RURAL,I.E. ENRIQUE SUAREZ,1343
CONC URB MIX ENRIQUE SUAREZ,"115,022,000,014",URBANA,I.E. ENRIQUE SUAREZ,828
ESC TIBAITA,"215,022,000,116",RURAL,I.E. ENRIQUE SUAREZ,679
ESC UMBAVITA,"215,022,000,094",RURAL,I.E. ENRIQUE SUAREZ,1089
ESC CARRIZALITO,"215,244,000,190",RURAL,I.E. JOSE SANTOS GUTIERREZ,1726
ESC EL ESCOBAL,"215,244,000,394",RURAL,I.E. JOSE SANTOS GUTIERREZ,391
ESC LA ISLETA,"215,244,000,203",RURAL,I.E. EL CARDON,372
ESC LA PAJITA,"215,244,000,416",RURAL,I.E. EL CARDON,760
ESC LOMA ALTA,"215,244,000,238",RURAL,I.E. JOSE SANTOS GUTIERREZ,1149
ESC LOMA DE POZO,"215,244,000,211",RURAL,I.E. EL CARDON,1040
ESC LOS LAURELES,"215,244,000,173",RURAL,I.E. JOSE SANTOS GUTIERREZ,78
ESC PALCHACUAL,"215,244,000,122",RURAL,I.E. EL CARDON,992
ESC PANTANO CHIQUITO,"215,244,000,297",RURAL,I.E. EL CARDON,447
ESC SAN JUAN,"215,244,000,114",RURAL,I.E. JOSE SANTOS GUTIERREZ,1459
ESC TOBALITO,"215,244,000,432",RURAL,I.E. EL CARDON,1106
CONC LUIS ANTONIO BARON,"115,248,000,041",URBANA,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,693
ESC PIE DE PEÑA,"215,248,000,089",RURAL,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,131
ESC PIEDRAS DE SAL,"215,248,000,054",RURAL,I.E. CASCAJAL,272
ESC SALINITAS,"215,248,000,071",RURAL,I.E. TECNICA AGROINDUSTRIAL EL ESPINO,84
ESC SANTA ANA,"215,248,000,127",RURAL,I.E. CASCAJAL,260
ESC ALCAPARRAL,"215,272,000,090",RURAL,I.E. TECNICA DE FIRAVITOBA,1462
ESC BARATOA,"215,272,000,073",RURAL,I.E. TECNICA AGROPECUARIA SAN ANTONIO,1798
ESC CUARTO MOLANOS,"215,272,000,049",RURAL,I.E. TECNICA DE FIRAVITOBA,92
ESC BARRANCAS,"215,276,000,141",RURAL,I.E. HECTOR JULIO RANGEL QUINTERO,440
ESC LA PUERTA,"215,276,000,175",RURAL,I.E. HECTOR JULIO RANGEL QUINTERO,559
ESC POTRERITOS,"215,276,000,086",RURAL,I.E. HECTOR JULIO RANGEL QUINTERO,1913
ESC SAN MARTIN DOS,"215,276,000,051",RURAL,I.E. HECTOR JULIO RANGEL QUINTERO,48
ESC TOCAVITA,"215,276,000,132",RURAL,I.E. HECTOR JULIO RANGEL QUINTERO,1093
CE JUPAL,"215,293,000,081",RURAL,I.E. GUITOQUE,583
CE MINAS,"215,293,000,031",RURAL,I.E. JUAN JOSE NEIRA,1608
CE MORTIÑAL,"215,293,000,103",RURAL,I.E. GUITOQUE,66
CE SAAVEDRAS DE MORALES,"215,293,000,162",RURAL,I.E. GUITOQUE,819
ESC MOTUA,"215,296,000,147",RURAL,I.E. JUAN JOSE REYES PATRIA,745
ESC NIMISIA,"215,296,000,091",RURAL,I.E. SAZA,427
ESC POTOSI,"215,296,000,082",RURAL,I.E. JUAN JOSE REYES PATRIA,834
ESC SATOBA,"215,296,000,104",RURAL,I.E. JUAN JOSE REYES PATRIA,1852
ESC VILLA GIRON,"215,296,000,139",RURAL,I.E. JUAN JOSE REYES PATRIA,446
ESC ARADA CHIQUITA,"215,299,000,245",RURAL,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,731
ESC BANCOS DE PARAMO,"215,299,000,229",RURAL,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,1007
ESC BOJACA,"215,299,000,253",RURAL,I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL,46
ESC CALDERA ARRIBA,"215,299,000,199",RURAL,I.E. TECNICA SAN LUIS,1104
ESC CIENEGA GUARUMAL,"215,299,000,211",RURAL,I.E. TECNICA SAN LUIS,415
ESC GUANICA GRANDE,"215,299,000,148",RURAL,I.E. TECNICA SAN LUIS,455
ESC KENNEDY,"215,299,000,181",RURAL,I.E. TECNICA SAN LUIS,1529
ESC QUIGUA ARRIBA,"215,299,000,091",RURAL,I.E. TECNICA SAN LUIS,1521
ESC RESGUARDO MOCHILERO,"215,299,000,105",RURAL,I.E. TECNICA SAN LUIS,1045
ESC CHISCOTE,"215,317,000,070",RURAL,I.E. TECNICA SAN DIEGO DE ALCALA,1611
ESC RITANGA,"215,317,000,151",RURAL,I.E. TECNICA SAN DIEGO DE ALCALA,1679
ESC CIAVITA TERCERO,"215,325,000,186",RURAL,I.E. TECNICA LAS MERCEDES,442
ESC ESCALERAS,"215,325,000,160",RURAL,I.E. SOCHAQUIRA ABAJO,345
ESC FONZAQUE ABAJO,"215,325,000,046",RURAL,I.E. TECNICA LAS MERCEDES,793
ESC SOCHAQUIRA ARRIBA,"215,325,000,259",RURAL,I.E. SOCHAQUIRA ABAJO,1057
EL JORDAN,"215,332,000,175",RURAL,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,1113
ESC EL HIGUERON,"115,332,000,391",RURAL,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,1119
ESC EL MOSCO,"215,332,000,051",RURAL,I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO,1155
