NOMBRE SEDE EDUCATIVA,CODIGO DANE SEDE,ZONA,NOMBRE INSTITUCION EDUCATIVA,CODIGO INTERNET
CENT EDUC PORAVITA,"215,500,000,011",RURAL,I.E. NICOLAS CUERVO Y ROJAS,712
ESC BUENOS AIRES,"215,507,000,211",RURAL,I.E. SAN IGNACIO DE LOYOLA,317
ESC CUNCHALITA,"215,507,000,220",RURAL,I.E. TECNICA SAMUEL IGNACIO SANTAMARIA,641
ESC EL MIRADOR,"215,507,000,238",RURAL,I.E. SAN JOSE DE NAZARETH,1328
ESC LA CURUBITA,"215,507,000,360",RURAL,I.E. TECNICA SAMUEL IGNACIO SANTAMARIA,1209
ESC LOS BANCOS,"215,507,000,157",RURAL,I.E. SAN IGNACIO DE LOYOLA,1703
ESC PIZARRA BOLIVAR,"215,507,000,068",RURAL,I.E. SAN IGNACIO DE LOYOLA,575
I.E. SAN JOSE DE NAZARETH - SEDE PRINCIPAL,"215,507,000,530",RURAL,I.E. SAN JOSE DE NAZARETH,881
I.E. TECNICA SAMUEL IGNACIO SANTAMARIA - SEDE PRINCIPAL,"215,507,000,041",RURAL,I.E. TECNICA SAMUEL IGNACIO SANTAMARIA,335
ESC AGUAQUIÑA,"215,511,000,081",RURAL,I.E. TECNICA HONORIO ANGEL Y OLARTE,1036
ESC HATOGRANDE,"215,511,000,064",RURAL,I.E. TECNICA HONORIO ANGEL Y OLARTE,1868
ESC RURAL URURIA,"215,514,000,022",RURAL,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,352
ESC SIRASI,"215,514,000,031",RURAL,I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ,1000
CEMT EDUC EL SALITRE,"215,516,000,194",RURAL,I.E. TECNICA AGRICOLA,23
CENT EDUC CANOCAS,"215,516,000,666",RURAL,I.E. EL ROSARIO,180
CENT EDUC EL ROSAL,"215,516,000,577",RURAL,I.E. TOMAS VASQUEZ RODRIGUEZ,578
CENT EDUC EL TEJAR,"215,516,000,470",RURAL,I.E. ARMANDO SOLANO,1776
CENT EDUC EL TUNAL,"215,516,000,186",RURAL,I.E. TECNICA AGRICOLA,332
CENT EDUC EL VOLCAN,"215,516,000,291",RURAL,I.E. EL ROSARIO,1708
CENT EDUC LA BOLSA,"215,516,000,216",RURAL,I.E. TOMAS VASQUEZ RODRIGUEZ,223
CENT EDUC LOS MEDIOS,"215,516,000,135",RURAL,I.E. ARMANDO SOLANO,1861
CENT EDUC RIO ARRIBA,"215,516,000,151",RURAL,I.E. EL ROSARIO,1033
ESC CRUZ DE MURCIA,"215,516,000,283",RURAL,I.E. TECNICA PANTANO DE VARGAS,1102
ESC EL RETIRO,"215,516,000,500",RURAL,I.E. TECNICA AGROPECUARIA DE PALERMO,267
ESC RINCON DE ESPAÑOLES,"215,516,000,569",RURAL,I.E. RAFAEL BAYONA NIÑO,594
ESC ROMITA,"215,516,000,411",RURAL,I.E. RAFAEL BAYONA NIÑO,1635
I.E. TECNICA AGROPECUARIA DE PALERMO - SEDE PRINCIPAL,"415,516,000,410",RURAL,I.E. TECNICA AGROPECUARIA DE PALERMO,1491
I.E. TECNICA PANTANO DE VARGAS - SEDE PRINCIPAL,"215,516,000,305",RURAL,I.E. TECNICA PANTANO DE VARGAS,577
COL DE EDUC BÁSICA CORINTO,"215,518,000,027",RURAL,I.E. AGROPECUARIA,1137
ESC QUEBRADA NEGRA,"215,518,000,051",RURAL,I.E. AGROPECUARIA,1833
SEDE CHARANGA,"215,518,000,183",RURAL,I.E. AGROPECUARIA,381
SEDE CURISI,"215,518,000,035",RURAL,I.E. AGROPECUARIA,1500
ESC ARRAYANAL,"215,522,000,091",RURAL,I.E. TECNICA DE PANQUEBA,761
ESC GUITARRILLA,"215,522,000,104",RURAL,I.E. TECNICA DE PANQUEBA,321
ESC OVEJERAS,"215,522,000,058",RURAL,I.E. TECNICA DE PANQUEBA,1941
COL DE EDUC BAS MONTE Y PINAL,"215,531,000,257",RURAL,I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL,1273
ESC AGUA FRIA,"215,531,000,320",RURAL,I.E. SANTA ROSA,1417
ESC AGUASAL,"215,531,000,273",RURAL,I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL,1296
ESC BOQUIPÍ,"215,531,000,508",RURAL,I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL,1412
ESC CRISTO REY,"215,531,000,087",RURAL,I.E. TECNICA AGROPECUARIA DE DESARROLLO RURAL,998
ESC FURATENA Y PURI,"215,531,000,125",RURAL,I.E. SANTA ROSA,2005
ESC QUEBRADA SECA,"215,531,000,052",RURAL,I.E. SANTA ROSA,659
I.E. SANTA ROSA - SEDE PRINCIPAL,"215,531,000,478",RURAL,I.E. SANTA ROSA,989
ESC ALTAMIRA,"215,533,000,254",RURAL,I.E. EL ROSARIO,116
ESC MILAGROS,"215,533,000,289",RURAL,I.E. EL ROSARIO,1035
ESC NISCOTA,"215,533,000,211",RURAL,I.E. EL ROSARIO,408
I.E. EL ROSARIO - SEDE PRINCIPAL,"215,533,000,106",RURAL,I.E. EL ROSARIO,831
ESC RURAL CONCENTRACION,"215,537,000,267",RURAL,I.E. TECNICA INDUSTRIAL Y MINERA,81
ESC RURAL LAS TAPIAS,"215,537,000,143",RURAL,I.E. TECNICA INDUSTRIAL Y MINERA,1556
CENT EDUC PUERTA CHIQUITA,"215,542,000,127",RURAL,I.E. BUTAGA,359
ESC CORAZÓN,"215,542,000,143",RURAL,I.E. INDALECIO VASQUEZ,794
ESC HERMINIA GALÁN NOCUATÁ,"215,542,000,186",RURAL,I.E. INDALECIO VASQUEZ,1614
ESC LA PEÑA,"215,542,000,071",RURAL,I.E. EL HATO,895
ESC TOBACÁ,"215,542,000,089",RURAL,I.E. INDALECIO VASQUEZ,859
SUANEME,"215,542,000,232",RURAL,I.E. INDALECIO VASQUEZ,207
ESC JOSE ACEVEDO Y GOMEZ,"215,550,000,179",RURAL,I.E. RAMON BARRANTES,503
ESC JUAN JOSE RONDON,"215,550,000,110",RURAL,I.E. RAMON BARRANTES,1908
ESC EL ERMITAÑO,"215,572,000,644",RURAL,I.E. EL PRADO,239
ESC EL MARFIL,"215,572,000,130",RURAL,I.E. TECNICA AGROPECUARIA EL MARFIL,166
ESC EL OKAL,"215,572,000,300",RURAL,I.E. TECNICA AGROPECUARIA EL MARFIL,464
ESC EL PESCADO,"215,572,000,423",RURAL,I.E. GUANEGRO,1207
ESC EL TRAPICHE,"215,572,000,202",RURAL,I.E. GUANEGRO,1327
ESC EL TRIANGULO KM 25,"215,572,000,091",RURAL,I.E. TECNICA JOSE JOAQUIN ORTIZ,316
ESC EL TRIQUE,"215,572,000,261",RURAL,I.E. TECNICA JOSE JOAQUIN ORTIZ,1308
ESC GENERAL GUSTAVO MATAMOROS,"215,572,000,954",RURAL,I.E. TECNICA JOSE JOAQUIN ORTIZ,1241
ESC KILOMETRO ONCE,"215,572,001,047",RURAL,I.E. TECNICA JOSE JOAQUIN ORTIZ,1757
ESC LA CEIBA,"215,572,000,164",RURAL,I.E. TECNICA AGROPECUARIA EL MARFIL,1032
ESC LAS PAVAS,"215,572,000,733",RURAL,I.E. GUANEGRO,699
ESC POZO DOS,"215,572,000,083",RURAL,I.E. PUERTO PINZON,1547
ESC PUERTO GUTIERREZ,"215,572,000,105",RURAL,I.E. TECNICA JOSE JOAQUIN ORTIZ,1076
ESC. AGUALINDA,"215,572,000,211",RURAL,I.E. EL PRADO,1907
ESC. BATERIA TRES,"215,572,000,237",RURAL,I.E. EL PRADO,1940
ESC. CRUCE DEL CHAPARRO,"215,572,000,288",RURAL,I.E. EL PRADO,657
ESC. PALAGUA ALIANZA,"215,572,000,113",RURAL,I.E. EL PRADO,13
I.E. GUANEGRO - SEDE PRINCIPAL,"215,572,000,385",RURAL,I.E. GUANEGRO,519
I.E. PUERTO PINZON - SEDE PRINCIPAL,"215,572,000,393",RURAL,I.E. PUERTO PINZON,1777
I.E. TECNICA JOSE JOAQUIN ORTIZ - SEDE PRINCIPAL,"215,572,000,181",RURAL,I.E. TECNICA JOSE JOAQUIN ORTIZ,110
I.E. TECNICA PUERTO SERVIEZ  - SEDE PRINCIPAL,"215,572,000,121",RURAL,I.E. TECNICA PUERTO SERVIEZ,1480
CENT EDUC BALCON,"215,580,000,076",RURAL,I.E. TECNICA NUESTRA SEÑORA DE LA PAZ,275
CENT EDUC HUMBO,"215,580,000,122",RURAL,I.E. DIVINO NIÑO CORMAL,1208
CENT EDUC NOTE,"215,580,000,246",RURAL,I.E. LA FLORESTA,980
EL PARQUE,"215,580,000,033",RURAL,I.E. TECNICA NUESTRA SEÑORA DE LA PAZ,186
I.E. DIVINO NIÑO CORMAL- SEDE PRINCIPAL,"215,580,000,521",RURAL,I.E. DIVINO NIÑO CORMAL,1968
CE LA GUACAMAYA,"215,599,000,174",RURAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,62
ESC EL COMUN,"215,599,000,166",RURAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,476
ESC EL ENCANTO,"215,599,000,093",RURAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,475
ESC FARQUENTA,"215,599,000,191",RURAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,182
ESC PANTANO LARGO,"215,599,000,158",RURAL,I.E. TECNICA JOSE IGNACIO DE MARQUEZ,824
I.E. AGROPECUARIA EL ESCOBAL - SEDE PRINCIPAL,"215,599,000,140",RURAL,I.E. AGROPECUARIA EL ESCOBAL,1371
ESC AGUA BUENA,"215,600,000,264",RURAL,I.E. NUESTRA SEÑORA DE LA CANDELARIA,1085
ESC CASA BLANCA,"215,600,000,035",RURAL,I.E. NUESTRA SEÑORA DE LA CANDELARIA,1822
ESC FIRITA PEÑA ARRIBA,"215,600,000,167",RURAL,I.E. NUESTRA SEÑORA DE LA CANDELARIA,1013
ESC GACHANECA,"215,600,000,256",RURAL,I.E. NUESTRA SEÑORA DE LA CANDELARIA,1130
ESC ROA,"215,600,000,132",RURAL,I.E. NUESTRA SEÑORA DE LA CANDELARIA,903
I.E. NUESTRA SEÑORA DE LA CANDELARIA - SEDE PRINCIPAL,"215,600,000,311",RURAL,I.E. NUESTRA SEÑORA DE LA CANDELARIA,387
ESC MIRQUE,"215,600,000,060",RURAL,I.E. SAN ANTONIO,944
ESC QUICAGOTA,"215,600,000,159",RURAL,I.E. SAN ANTONIO,384
ESC RESGUARDO OCCIDENTE,"215,600,000,302",RURAL,I.E. SAN ANTONIO,70
ESC TORRES DE SAN PEDRO,"215,600,000,043",RURAL,I.E. SAN ANTONIO,1758
CEN EDUC SAN IGNACIO,"215,621,000,159",RURAL,I.E. RANCHO GRANDE,1625
ESC GRANADA ORIENTE,"215,621,000,108",RURAL,I.E. TECNICA AGROPECUARIA SAN RAFAEL,71
I.E. RANCHO GRANDE - SEDE PRINCIPAL,"215,621,000,035",RURAL,I.E. RANCHO GRANDE,1829
ESC CERRAJAL,"215,632,000,258",RURAL,I.E. SAN MARCOS,315
ESC CUCHAROS,"215,632,000,321",RURAL,I.E. SAN MARCOS,1490
ESC LOS ALPES,"215,632,000,291",RURAL,I.E. JUAN PABLO II,1114
ESC SAN JOSE,"215,632,000,495",RURAL,I.E. SAN MARCOS,826
I.E. JUAN PABLO II - SEDE PRINCIPAL,"215,632,000,657",RURAL,I.E. JUAN PABLO II,1869
I.E. SAN MARCOS - SEDE PRINCIPAL,"215,632,000,673",RURAL,I.E. SAN MARCOS,875
CENT EDUC RUR SAN JUAN BAUTISTA DE LA SALLE,"215,632,000,061",RURAL,I.E. JOSE MARIA CORDOBA,1573
COL BAS CARRIZAL,"215,632,000,312",RURAL,I.E. NORMAL SUPERIOR,347
COL RUR DE VELANDIA,"415,632,000,575",RURAL,I.E. NORMAL SUPERIOR,1935
ESC BARRANCO NEGRO,"215,632,000,771",RURAL,I.E. JOSE MARIA CORDOBA,1359
ESC CHEBRE,"215,632,000,088",RURAL,I.E. JOSE MARIA CORDOBA,1430
ESC ESCOBAL ALTO,"215,632,000,169",RURAL,I.E. NORMAL SUPERIOR,825
ESC ESCOBAL BAJO,"215,632,000,151",RURAL,I.E. NORMAL SUPERIOR,689
ESC ESCOBAL CENTRO,"215,632,000,142",RURAL,I.E. NORMAL SUPERIOR,1760
ESC FRAY MIGUEL DIAZ,"215,632,000,096",RURAL,I.E. JOSE MARIA CORDOBA,195
ESC GARAVITO,"215,632,000,037",RURAL,I.E. GARAVITO,91
ESC RUR SAN ISIDRO,"215,632,000,479",RURAL,I.E. SAN ISIDRO,530
ESC SAN LUIS CARDONAL,"215,632,000,568",RURAL,I.E. JOSE MARIA CORDOBA,717
ESC TIBISTA CENTRO,"215,632,000,398",RURAL,I.E. NORMAL SUPERIOR,1292
I.E. GARAVITO - SEDE PRINCIPAL,"415,632,000,516",RURAL,I.E. GARAVITO,943
I.E. JOSE MARIA CORDOBA - SEDE PRINCIPAL,"215,632,000,681",RURAL,I.E. JOSE MARIA CORDOBA,1766
CENT ARRAYAN ALTO,"215,638,000,098",RURAL,I.E. NUEVA GENERACION,1978
CENT ESPINAL,"215,638,000,080",RURAL,I.E. NUEVA GENERACION,1239
CENT QUEBRADA ARRIBA,"215,638,000,021",RURAL,I.E. NUEVA GENERACION,420
CENT EDUC RINCON SANTO,"215,646,000,307",RURAL,I.E. TECNICA NACIONALIZADA DE SAMACA,549
DIVINO NIÑO,"215,646,000,196",RURAL,I.E. TECNICA NACIONALIZADA DE SAMACA,769
ELA EL QUITE,"215,646,000,331",RURAL,I.E. TECNICA NACIONALIZADA DE SAMACA,1358
ELA LOMA REDONDA,"215,646,000,218",RURAL,I.E. TECNICA SALAMANCA,1171
ELA MAMONAL,"415,646,000,357",RURAL,I.E. TECNICA NACIONALIZADA DE SAMACA,1623
ESC ALTO DEL AIRE,"215,646,000,404",RURAL,I.E. TECNICA SALAMANCA,1503
ESC BLANCA NIEVES,"215,646,000,323",RURAL,I.E. TECNICA NACIONALIZADA DE SAMACA,1393
ESC CHORRERA,"215,646,000,200",RURAL,I.E. TECNICA SALAMANCA,75
ESC CHURUVITA,"215,646,000,072",RURAL,I.E. TECNICA NACIONALIZADA DE SAMACA,1301
ESC EL INFIERNITO,"215,646,000,412",RURAL,I.E. TECNICA NACIONALIZADA DE SAMACA,1053
ESC EL LLANITO,"215,646,000,153",RURAL,I.E. TECNICA LA LIBERTAD,1049
ESC EL VALLE,"215,646,000,099",RURAL,I.E. TECNICA NACIONALIZADA DE SAMACA,650
ESC GUANTOQUE,"215,646,000,129",RURAL,I.E. TECNICA LA LIBERTAD,418
ESC PARAMO CENTRO,"215,646,000,145",RURAL,I.E. TECNICA LA LIBERTAD,1686
ESC PATAGUY,"215,646,000,161",RURAL,I.E. TECNICA SALAMANCA,1203
ESC PEÑA DE ÁGUILAS,"215,646,000,439",RURAL,I.E. TECNICA LA LIBERTAD,214
ESC TIBAQUIRA,"215,646,000,102",RURAL,I.E. TECNICA LA LIBERTAD,1690
LAS FABRICAS,"215,646,000,188",RURAL,I.E. TECNICA NACIONALIZADA DE SAMACA,927
ESC LA LIBERTAD,"215,660,000,077",RURAL,I.E. TECNICA ANTONIO NARIÑO,1425
ESC SAN PABLO,"215,660,000,018",RURAL,I.E. TECNICA ANTONIO NARIÑO,1355
ES SAN JACINTO Y CHAPA,"215,664,000,039",RURAL,I.E. HORIZONTES,1154
ESC BALSA Y RESGUARDO,"215,664,000,110",RURAL,I.E. HORIZONTES,1268
ESC GUANOMO,"215,664,000,098",RURAL,I.E. HORIZONTES,1234
ESC SAN ISIDRO ALTO,"115,664,000,131",RURAL,I.E. HORIZONTES,1724
SEDE SANTO DOMINGO,"215,664,000,047",RURAL,I.E. TECNICA LA AMISTAD,1452
COL EDUACION BAS SAN CARLOS DEL GUAVIO,"215,667,000,218",RURAL,I.E. TELEPALMERITAS,1290
ESC GUAMAL,"215,667,000,226",RURAL,I.E. TELEPALMERITAS,925
ESC HORIZONTES,"215,667,000,188",RURAL,I.E. TELEPALMERITAS,1409
ESC LA MESA DEL GUAVIO,"215,667,000,196",RURAL,I.E. TELEPALMERITAS,976
ESC CONCORDIA,"215,673,000,262",RURAL,I.E. PAZ Y LIBERTAD,865
ESC CUICAS RAMADA,"215,673,000,173",RURAL,I.E. EL CHAPETON,422
I.E. EL CHAPETON - SEDE PRINCIPAL,"215,673,000,025",RURAL,I.E. EL CHAPETON,308
I.E. PAZ Y LIBERTAD - SEDE PRINCIPAL,"215,673,000,220",RURAL,I.E. PAZ Y LIBERTAD,673
ESC EL CHARCO,"215,676,000,115",RURAL,I.E. EL CHARCO,1701
ESC SABANECA,"215,676,000,166",RURAL,I.E. EL CHARCO,1571
I.E. EL CHARCO - SEDE PRINCIPAL,"415,676,000,157",RURAL,I.E. EL CHARCO,1206
I.E. HATOVIEJO - SEDE PRINCIPAL,"215,676,000,077",RURAL,I.E. HATOVIEJO,147
ESC COSCUEZ,"215,507,000,599",RURAL,I.E. SANTA BARBARA,758
ESC EL ALMENDRO,"215,681,000,115",RURAL,I.E. SANTA BARBARA,1336
ESC EL SILENCIO,"215,681,000,450",RURAL,I.E. SANTA BARBARA,1247
ESC STA BARBARA,"215,507,000,076",RURAL,I.E. SANTA BARBARA,323
I.E. SANTA BARBARA - SEDE PRINCIPAL,"215,681,000,514",RURAL,I.E. SANTA BARBARA,282
CENT EDUC CEIBA GRANDE,"215,690,000,187",RURAL,I.E. TECNICO JACINTO VEGA,1438
CENT EDUC NAZARETH,"215,690,000,080",RURAL,I.E. TECNICO JACINTO VEGA,146
CENT EDUC PIEDRA CAMPANA,"215,690,000,292",RURAL,I.E. TECNICO JACINTO VEGA,54
ESC EL CUCUBO,"215,693,000,161",RURAL,I.E. CASILDA ZAFRA,1880
ESC LA CRECIENTE,"215,693,000,072",RURAL,I.E. CARLOS ARTURO TORRES PEÑA,4
ESC VILLA NUEVA,"215,693,000,170",RURAL,I.E. CASILDA ZAFRA,1314
I.E. TECNICA EL PORTACHUELO - SEDE PRINCIPAL,"215,693,000,200",RURAL,I.E. TECNICA EL PORTACHUELO,243
CENT EDUC COLORADOS SUR,"215,696,000,090",RURAL,I.E. TECNICO AGROPECUARIO,572
CENT EDUC GUATOQUE,"215,696,000,081",RURAL,I.E. TECNICO AGROPECUARIO,1190
ESC MIRAVALLES,"215,686,000,083",RURAL,I.E. TECNICA ANTONIO RICAURTE,556
ESC QUEBRADAFRENOS,"215,686,000,130",RURAL,I.E. TECNICA ANTONIO RICAURTE,1663
ESC SAN PEDRO,"215,686,000,075",RURAL,I.E. TECNICA ANTONIO RICAURTE,1101
COL DE ED BAS LA ESTANCIA,"215,720,000,144",RURAL,I.E. LUIS MANUEL PARRA CARO,841
COL DE ED BAS OCAVITA,"215,720,000,161",RURAL,I.E. LUIS MANUEL PARRA CARO,1422
ESC EL BATAN,"215,720,000,152",RURAL,I.E. LUIS MANUEL PARRA CARO,1180
ESC JUPA,"215,720,000,055",RURAL,I.E. LUIS MANUEL PARRA CARO,1185
I.E. LUIS MANUEL PARRA CARO - SEDE PRINCIPAL,"215,720,000,128",RURAL,I.E. LUIS MANUEL PARRA CARO,562
SEDE SATIVA VIEJO,"215,720,000,179",RURAL,I.E. LUIS MANUEL PARRA CARO,1951
ESC LOS TUNJOS,"215,723,000,072",RURAL,I.E. TECNICA SEÑOR DE LOS MILAGROS,1808
EL CAIRO,"215,740,000,108",RURAL,I.E. TECNICA IGNACIO GIL SANABRIA,399
ESC TOCAVITA ALTO,"215,740,000,248",RURAL,I.E. SANTO DOMINGO SAVIO GAIATO,29
ESC TURGA,"215,740,000,124",RURAL,I.E. JURUVITA,2000
FIRAYA NORTE,"215,740,000,159",RURAL,I.E. SANTO DOMINGO SAVIO GAIATO,245
FIRAYA SUR,"215,740,000,116",RURAL,I.E. SANTO DOMINGO SAVIO GAIATO,1575
GUATICHÁ,"215,740,000,167",RURAL,I.E. JURUVITA,1882
MARIA AUXILIADORA,"215,740,000,051",RURAL,I.E. TECNICA IGNACIO GIL SANABRIA,11
SAN JOSÉ,"215,740,000,078",RURAL,I.E. TECNICA IGNACIO GIL SANABRIA,969
SAN JUAN BOSCO,"215,740,000,043",RURAL,I.E. TECNICA IGNACIO GIL SANABRIA,1666
SAN MARTÍN,"215,740,000,094",RURAL,I.E. TECNICA IGNACIO GIL SANABRIA,972
CENTRO EDUCATIVO EL CEIBO,"215,753,000,093",RURAL,I.E. JUAN JOSE RONDON,1933
CENTRO EDUCATIVO LA JABONERA,"215,753,000,204",RURAL,I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION,668
ESC LA LAGUNA,"215,753,000,174",RURAL,I.E. ESCUELA NORMAL SUPERIOR LA PRESENTACION,1674
ELA SOCHAVIEJO,"215,757,000,209",RURAL,I.E. ESCUELA NORMAL SUPERIOR,1582
ESC RUR HELECHAL,"215,757,000,098",RURAL,I.E. LOS LIBERTADORES,119
ESC SAGRA ABAJO,"215,757,000,365",RURAL,I.E. ESCUELA NORMAL SUPERIOR,1251
ESC SANTA TERESA,"215,757,000,071",RURAL,I.E. ESCUELA NORMAL SUPERIOR,808
I.E. MATILDE ANARAY - SEDE PRINCIPAL,"215,757,000,136",RURAL,I.E. MATILDE ANARAY,607
ESC COMEZA BAHO,"215,755,000,163",RURAL,I.E. TECNICA JAIRO ALBARRACIN BARRERA,1098
ESC EL OSO,"215,755,000,040",RURAL,I.E. TECNICA JAIRO ALBARRACIN BARRERA,458
ESC EL VERDE,"215,755,000,139",RURAL,I.E. TECNICO FRANCISCO JOSE DE CALDAS,173
ESC GUAQUIRA,"215,755,000,198",RURAL,I.E. TECNICO FRANCISCO JOSE DE CALDAS,588
ESC LA MANGA,"215,755,000,058",RURAL,I.E. TECNICO FRANCISCO JOSE DE CALDAS,354
ESC LOS MORTIÑOS,"215,755,000,104",RURAL,I.E. TECNICO FRANCISCO JOSE DE CALDAS,869
ESC LOS PINOS,"215,755,000,066",RURAL,I.E. TECNICA JAIRO ALBARRACIN BARRERA,527
ESC MAUSA,"215,755,000,112",RURAL,I.E. TECNICO FRANCISCO JOSE DE CALDAS,1952
ESC SAN JOSÉ DE PARPA,"215,755,000,309",RURAL,I.E. TECNICA JAIRO ALBARRACIN BARRERA,800
ESC SAN PEDRO COCHIA,"215,755,000,236",RURAL,I.E. TECNICO FRANCISCO JOSE DE CALDAS,853
ESC SAN PEDRO GUITA,"215,755,000,279",RURAL,I.E. TECNICO FRANCISCO JOSE DE CALDAS,1128
ESCUELA CORRALEJAS,"215,759,000,681",RURAL,INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT,1025
ESCUELA MILAGRO Y PLAYITA,"215,759,000,702",RURAL,INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI,1903
ESCUELA SIATAME,"215,759,000,656",RURAL,INSTITUCION EDUCATIVA LOS LIBERTADORES,662
ESCUELA VEREDA BATTA,"215,759,001,199",RURAL,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,265
INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DE MORCA,"215,759,001,768",RURAL,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,1309
CUCUAVACA,"215,761,000,078",RURAL,I.E. TECNICA JOSE BENIGNO PERILLA,1061
I.E. NORMAL SUPERIOR VALLE DE TENZA - SEDE PRINCIPAL,"215,761,000,051",RURAL,I.E. NORMAL SUPERIOR VALLE DE TENZA,1096
ESC EL SALITRE,"215,762,000,021",RURAL,I.E. DE SORA,1324
ESC PITA Y CHONE,"215,762,000,063",RURAL,I.E. DE SORA,484
ESC PORTOBELO,"215,762,000,039",RURAL,I.E. DE SORA,1918
ESC TAUSAMENA,"215,762,000,098",RURAL,I.E. DE SORA,1493
CENT EDUC PUENTE HAMACA,"215,764,000,079",RURAL,I.E. SIMON BOLIVAR,1601
ESC CRUZ BLANCA,"215,764,000,028",RURAL,I.E. SIMON BOLIVAR,1741
ESC OTRO LADO,"215,764,000,109",RURAL,I.E. SIMON BOLIVAR,1108
ESC QUEBRADA GRANDE,"215,764,000,141",RURAL,I.E. SIMON BOLIVAR,1551
ESC RURAL ALTO NEGRO,"215,764,000,133",RURAL,I.E. SIMON BOLIVAR,1860
ESC RURAL QUEBRADA VIEJA,"215,764,000,036",RURAL,I.E. SIMON BOLIVAR,1176
ESC RURAL ROMINGUIRA,"215,764,000,044",RURAL,I.E. SIMON BOLIVAR,1448
ESUELA RURAL CHAINE,"215,764,000,117",RURAL,I.E. SIMON BOLIVAR,978
CENT EDUC AVENDAÑOS,"215,763,000,113",RURAL,I.E. TECNICA PABLO VI,376
CENT EDUC CORTADERA GRANDE,"215,763,000,172",RURAL,I.E. TECNICA PABLO VI,406
CENT EDUC LLANO GRANDE,"215,763,000,288",RURAL,I.E. TECNICA PABLO VI,1718
CENT EDUC MORAL,"215,763,000,202",RURAL,I.E. TECNICA PABLO VI,985
CENT EDUC SALITRE,"215,763,000,156",RURAL,I.E. TECNICA PABLO VI,1899
CENT EDUC CATOBA,"215,763,000,148",RURAL,I.E. TECNICA PABLO VI,1643
CENT EDUC CORTADERA CHIQUITA,"215,763,000,334",RURAL,I.E. TECNICA PABLO VI,1440
CENT EDUC BOSIGAS CENTRO,"215,763,000,130",RURAL,I.E. ADOLFO MARIA JIMENEZ,1580
CENT EDUC JOSE JOAQUIN CASTRO MARTINEZ,"215,763,000,067",RURAL,I.E. ADOLFO MARIA JIMENEZ,681
CENT EDUC OCUSA,"215,763,000,164",RURAL,I.E. ADOLFO MARIA JIMENEZ,1420
ESC JAIME RIAÑO CANO,"215,763,000,318",RURAL,I.E. ADOLFO MARIA JIMENEZ,1072
CENT ED RUR SIAPORA,"215,774,000,158",RURAL,I.E. NUESTRA SEÑORA DEL CARMEN,1515
CENT EDUCATIVO DESAGUADERO,"215,774,000,093",RURAL,I.E. NUESTRA SEÑORA DEL CARMEN,1784
ESC EL CEDRO,"215,776,000,376",RURAL,I.E. PEDREGAL ALTO,1406
CENT EDUC GAQUE,"215,778,000,063",RURAL,I.E. TECNICA SAN BARTOLOME,1081
CENT EDUC GUAMO,"215,778,000,039",RURAL,I.E. LOS NARANJOS,1630
ESC SIGUIQUE ARBOL,"215,778,000,152",RURAL,I.E. LOS NARANJOS,1889
CENT EDUC PIEDRALARGA,"215,778,000,110",RURAL,I.E. TECNICA SAN BARTOLOME,1653
COL EDUC BAS SANTA LUCIA,"215,790,000,109",RURAL,I.E. JUAN JOSE RONDON,1767
ESC CALLE ARRIBA,"215,790,000,133",RURAL,I.E. JUAN JOSE RONDON,1878
ESC CHAMIZAL,"215,790,000,265",RURAL,I.E. JORGE GUILLERMO MOJICA MARQUEZ,718
I.E. JUAN JOSE RONDON - SEDE PRINCIPAL,"215,790,000,222",RURAL,I.E. JUAN JOSE RONDON,55
LA CHAPA,"215,790,000,206",RURAL,I.E. JUAN JOSE RONDON,1487
NARIÑO UNO,"215,790,000,184",RURAL,I.E. JUAN JOSE RONDON,1737
ESC RURAL DE BARZAL,"215,798,000,116",RURAL,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,857
ESC RURAL DE CORA CHIQUITO,"215,798,000,051",RURAL,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,1800
ESC RURAL DE RESGUARDO,"215,798,000,230",RURAL,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,1592
ESC RURAL HUMBERTO AVILA MORA,"215,798,000,191",RURAL,I.E. TECNICA JOSE GABRIEL CARVAJAL GARCIA,579
ESC PIEDRAS DE CANDELA,"215,804,000,123",RURAL,I.E. SUPANECA,609
